wl flux
9512.0 3.9208
9513.6 4.8698
9515.1 5.1222
9516.7 6.9488
9518.2 7.6713
9519.8 5.7222
9521.3 3.4964
9522.9 5.3097
9524.4 5.2094
9526.0 4.8867
9527.5 4.022
9529.1 4.3729
9530.6 5.164
9532.1 5.4134
9533.7 5.1095
9535.2 4.8571
9536.8 5.3174
9538.3 4.5952
9539.9 4.8249
9541.4 4.573
9543.0 4.6348
9544.5 4.6507
9546.1 4.8933
9547.6 5.6946
9549.2 6.1528
9550.7 7.2315
9552.3 4.9065
9553.8 6.6434
9555.4 5.1993
9556.9 4.0516
9558.4 4.5172
9560.0 4.452
9561.5 5.3601
9563.1 5.794
9564.6 5.025
9566.2 5.768
9567.7 7.5902
9569.3 5.4695
9570.8 4.5464
9572.4 4.0012
9573.9 4.0802
9575.5 4.4087
9577.0 4.7204
9578.6 4.1481
9580.1 4.8916
9581.6 4.4685
9583.2 4.3331
9584.7 5.8207
9586.3 5.1462
9587.8 4.6545
9589.4 4.9081
9590.9 4.7282
9592.5 4.5843
9594.0 4.0644
9595.6 4.9931
9597.1 5.0313
9598.7 4.3626
9600.2 5.2719
9601.8 4.9259
9603.3 4.3931
9604.9 4.6354
9606.4 5.2774
9607.9 5.5122
9609.5 4.8182
9611.0 6.1273
9612.6 4.6521
9614.1 4.6696
9615.7 4.8257
9617.2 5.6254
9618.8 5.3935
9620.3 5.8537
9621.9 5.226
9623.4 2.9112
9625.0 4.434
9626.5 5.0679
9628.0 4.5335
9629.6 5.366
9631.1 4.9585
9632.7 4.6574
9634.2 4.2823
9635.8 4.4522
9637.3 4.1812
9638.9 5.0725
9640.4 5.3705
9642.0 4.5488
9643.5 3.5852
9645.1 4.1899
9646.6 5.2571
9648.2 4.777
9649.7 5.159
9651.2 5.3774
9652.8 4.4481
9654.3 4.2135
9655.9 5.0765
9657.4 4.4638
9659.0 5.1125
9660.5 4.5857
9662.1 4.9635
9663.6 4.2882
9665.2 5.6692
9666.7 5.5334
9668.3 4.8519
9669.8 3.9244
9671.3 5.8013
9672.9 5.3576
9674.4 5.0877
9676.0 4.7307
9677.5 4.874
9679.1 5.2996
9680.6 5.1097
9682.2 4.5431
9683.7 5.2305
9685.3 4.9657
9686.8 4.2335
9688.4 4.4258
9689.9 5.4047
9691.5 5.2522
9693.0 4.9922
9694.5 5.0113
9696.1 5.2341
9697.6 5.801
9699.2 5.6864
9700.7 3.3905
9702.3 4.3699
9703.8 4.3886
9705.4 4.8728
9706.9 5.6236
9708.5 3.9314
9710.0 4.936
9711.5 5.1281
9713.1 4.3074
9714.6 5.2266
9716.2 6.3002
9717.7 6.3701
9719.3 5.1418
9720.8 5.3683
9722.4 6.0074
9723.9 4.1981
9725.5 4.043
9727.0 4.5599
9728.6 5.0646
9730.1 5.2633
9731.6 4.9197
9733.2 4.6578
9734.7 5.4895
9736.3 5.3303
9737.8 5.1447
9739.4 4.2814
9740.9 3.9992
9742.5 4.6581
9744.0 5.3144
9745.6 4.4689
9747.1 4.1209
9748.7 5.4401
9750.2 4.5248
9751.7 4.6081
9753.3 3.7964
9754.8 5.4041
9756.4 4.265
9757.9 5.0071
9759.5 4.7636
9761.0 4.5848
9762.6 4.3411
9764.1 4.6394
9765.7 4.0791
9767.2 4.8001
9768.7 4.6449
9770.3 5.1108
9771.8 5.0531
9773.4 4.585
9774.9 4.5221
9776.5 4.4492
9778.0 3.6175
9779.6 5.0709
9781.1 4.8907
9782.7 4.959
9784.2 5.4262
9785.7 5.4273
9787.3 7.8979
9788.8 3.7375
9790.4 6.3167
9791.9 7.6669
9793.5 7.3975
9795.0 4.7467
9796.6 4.6821
9798.1 3.5766
9799.7 5.1897
9801.2 4.031
9802.7 4.2867
9804.3 4.3596
9805.8 4.4563
9807.4 3.816
9808.9 5.6536
9810.5 5.4715
9812.0 5.0097
9813.6 4.9669
9815.1 4.3501
9816.7 4.1137
9818.2 4.4666
9819.7 4.7928
9821.3 4.8268
9822.8 4.8765
9824.4 4.9804
9825.9 5.3498
9827.5 4.5894
9829.0 5.9528
9830.6 4.8278
9832.1 4.7979
9833.7 4.7883
9835.2 4.3298
9836.7 4.7486
9838.3 4.53
9839.8 4.3587
9841.4 5.5156
9842.9 5.5514
9844.5 5.2735
9846.0 6.9112
9847.6 6.6145
9849.1 5.6763
9850.6 3.673
9852.2 3.7735
9853.7 4.3884
9855.3 4.178
9856.8 4.5556
9858.4 5.0787
9859.9 4.5877
9861.5 4.5751
9863.0 4.7191
9864.6 4.7993
9866.1 4.5532
9867.6 5.438
9869.2 6.8577
9870.7 8.3369
9872.3 6.6401
9873.8 5.0055
9875.4 4.1952
9876.9 3.6937
9878.5 3.9526
9880.0 3.9005
9881.5 4.1501
9883.1 4.9036
9884.6 4.7093
9886.2 4.682
9887.7 4.3981
9889.3 5.7686
9890.8 4.855
9892.4 4.7906
9893.9 6.0873
9895.5 5.0238
9897.0 5.9198
9898.5 4.0695
9900.1 4.1471
9901.6 5.1588
9903.2 4.5514
9904.7 4.6736
9906.3 4.5564
9907.8 4.8466
9909.4 5.1667
9910.9 5.9756
9912.4 9.1223
9914.0 6.988
9915.5 5.5712
9917.1 8.8153
9918.6 3.254
9920.2 3.8274
9921.7 4.1945
9923.3 4.056
9924.8 3.7381
9926.3 3.7354
9927.9 5.1126
9929.4 4.3458
9931.0 5.7461
9932.5 3.7639
9934.1 4.6495
9935.6 4.967
9937.2 4.3236
9938.7 6.803
9940.2 7.3913
9941.8 8.2126
9943.3 9.5959
9944.9 9.9192
9946.4 7.3508
9948.0 3.341
9949.5 5.8458
9951.1 5.7859
9952.6 6.9697
9954.1 5.0902
9955.7 5.5359
9957.2 4.8795
9958.8 5.0674
9960.3 5.2076
9961.9 4.34
9963.4 5.154
9964.9 3.4985
9966.5 3.1354
9968.0 5.0682
9969.6 4.0052
9971.1 4.0948
9972.7 4.5968
9974.2 3.2743
9975.8 4.7223
9977.3 4.0999
9978.8 5.6309
9980.4 3.642
9981.9 4.4041
9983.5 5.1933
9985.0 4.3854
9986.6 5.0025
9988.1 4.372
9989.7 4.4689
9991.2 5.2013
9992.7 4.8242
9994.3 4.5407
9995.8 4.6932
9997.4 4.8998
9998.9 6.4834
10000.0 4.3696
10002.0 5.0795
10004.0 4.1079
10005.0 4.1705
10007.0 5.3985
10008.0 6.5115
10010.0 9.2786
10011.0 5.4985
10013.0 7.1408
10014.0 6.8625
10016.0 4.8393
10017.0 4.1656
10019.0 3.1293
10021.0 5.7053
10022.0 5.9626
10024.0 10.062
10025.0 6.4701
10027.0 3.2786
10028.0 5.6398
10030.0 5.058
10031.0 3.5349
10033.0 5.3182
10034.0 4.9167
10036.0 5.4533
10038.0 5.5438
10039.0 4.9383
10041.0 6.1292
10042.0 4.9258
10044.0 3.9388
10045.0 5.3871
10047.0 4.509
10048.0 5.286
10050.0 4.8129
10051.0 3.7298
10053.0 5.0744
10054.0 4.1325
10056.0 5.7244
10058.0 5.1619
10059.0 4.8087
10061.0 5.8779
10062.0 6.7612
10064.0 5.2609
10065.0 5.1696
10067.0 4.6698
10068.0 5.7575
10070.0 4.7557
10071.0 4.2184
10073.0 4.1857
10075.0 5.1129
10076.0 3.5826
10078.0 5.6897
10079.0 5.8656
10081.0 7.0205
10082.0 7.656
10084.0 9.0155
10085.0 3.6678
10087.0 4.9308
10088.0 4.4353
10090.0 4.0158
10092.0 4.396
10093.0 2.8498
10095.0 4.3365
10096.0 3.3333
10098.0 4.5226
10099.0 3.0735
10101.0 3.9741
10102.0 5.1151
10104.0 4.2611
10105.0 4.4537
10107.0 3.1779
10108.0 3.4885
10110.0 3.2887
10112.0 3.5657
10113.0 4.6662
10115.0 3.0321
10116.0 5.4293
10118.0 4.6016
10119.0 5.0115
10121.0 6.3483
10122.0 5.5513
10124.0 6.3237
10125.0 6.003
10127.0 4.3036
10129.0 0.24997
10130.0 2.5274
10132.0 4.4759
10133.0 2.6796
10135.0 3.6691
10136.0 3.4855
10138.0 4.1928
10139.0 4.0827
10141.0 4.1947
10142.0 5.572
10144.0 6.1003
10145.0 3.5911
10147.0 4.938
10149.0 4.3239
10150.0 5.4111
10152.0 2.5422
10153.0 4.9931
10155.0 4.5452
10156.0 3.7885
10158.0 4.1618
10159.0 4.5276
10161.0 6.4012
10162.0 3.3837
10164.0 2.9539
10166.0 3.7529
10167.0 4.1679
10169.0 4.5834
10170.0 7.777
10172.0 10.201
10173.0 3.1719
10176.0 1.705
10178.0 4.4343
10179.0 4.21
10181.0 3.9093
10183.0 2.2651
10184.0 4.5572
10186.0 6.0376
10187.0 6.716
10189.0 7.7321
10190.0 5.0457
10192.0 3.5694
10193.0 3.3369
10195.0 4.1128
10196.0 2.749
10198.0 4.5329
10199.0 4.0668
10201.0 4.1948
10203.0 6.7696
10204.0 5.1034
10206.0 6.7716
10207.0 4.95
10209.0 6.8488
10210.0 3.4111
10212.0 2.6259
10213.0 3.1868
10215.0 2.9607
10216.0 5.1853
10218.0 5.246
10220.0 5.6886
10221.0 5.2169
10223.0 4.1512
10224.0 5.8512
10226.0 7.938
10227.0 5.5332
10229.0 3.902
10230.0 2.1891
10232.0 4.7027
10233.0 2.4803
10235.0 4.7619
10236.0 3.5859
10238.0 3.5109
10240.0 5.5897
10241.0 0.772
10243.0 5.018
10244.0 5.0478
10246.0 4.271
10247.0 3.8872
10249.0 4.8989
10250.0 3.9611
10252.0 1.1977
10253.0 3.3558
10255.0 3.4362
10256.0 5.6965
10258.0 5.2821
10260.0 4.4601
10261.0 5.0658
10263.0 3.9738
10264.0 2.1525
10266.0 5.0242
10267.0 4.1168
10269.0 4.1421
10270.0 3.5742
10272.0 4.351
10273.0 0.74799
10275.0 3.0406
10277.0 1.519
10278.0 6.431
10280.0 4.7299
10281.0 4.8448
10283.0 12.953
10284.0 6.3379
10286.0 13.093
10287.0 14.758
10289.0 4.9198
10290.0 5.6469
10292.0 0.83768
10293.0 3.1411
10295.0 7.3986
10297.0 2.968
10298.0 4.1596
10300.0 3.5634
10301.0 3.6081
10303.0 2.1159
10304.0 4.665
10306.0 6.0082
10307.0 4.119
10309.0 5.9596
10310.0 0.92242
10312.0 1.9271
10313.0 4.886
10315.0 6.5553
10317.0 4.6784
10318.0 6.0567
10320.0 3.7113
10321.0 1.7918
10323.0 3.1844
10324.0 7.2285
10327.0 0.49646
10329.0 7.3552
10330.0 4.1299
10332.0 5.4177
10334.0 1.1728
10335.0 4.1194
10337.0 5.7452
10338.0 2.1748
10340.0 4.8199
10341.0 2.9548
10343.0 3.7864
10344.0 6.8319
10346.0 1.6449
10347.0 5.2094
10349.0 4.3891
10350.0 4.8774
10352.0 6.4233
10354.0 4.9994
10355.0 1.8463
10357.0 3.7327
10358.0 2.3145
10360.0 0.67558
10361.0 3.7345
10363.0 2.2118
10364.0 4.3577
10366.0 0.30507
10367.0 3.7338
10369.0 6.8819
10370.0 7.5748
10372.0 10.015
10374.0 11.234
10375.0 6.2304
10377.0 1.9908
10378.0 1.8282
10380.0 6.0069
10381.0 1.6627
10383.0 3.1084
10384.0 4.2709
10387.0 5.5035
10389.0 3.0903
10390.0 1.1398
10392.0 4.6716
10394.0 6.0378
10395.0 5.512
10397.0 5.5324
10398.0 5.5378
10400.0 12.997
10401.0 3.761
10403.0 2.7619
10404.0 5.5155
10406.0 5.2199
10407.0 1.8461
10409.0 1.8997
10410.0 1.9974
10412.0 4.3839
10414.0 2.5355
10415.0 9.2177
10417.0 11.267
10418.0 0.45368
10420.0 7.5626
10421.0 11.332
10424.0 0.63195
10426.0 4.1239
10427.0 1.8669
10429.0 7.4263
10430.0 4.5552
10432.0 6.6187
10434.0 2.2954
10435.0 3.6373
10437.0 2.5732
10438.0 0.96903
10440.0 3.3748
10441.0 3.1579
10443.0 3.5368
10444.0 2.3645
10446.0 4.5226
10447.0 3.9876
10449.0 6.2463
10450.0 9.3309
10452.0 3.1452
10454.0 3.7733
10455.0 1.458
10457.0 5.8684
10458.0 8.015
10460.0 1.8574
10461.0 5.6668
10463.0 2.9448
10466.0 7.1124
10467.0 7.7912
10469.0 6.7693
10470.0 3.6669
10472.0 4.9255
10474.0 3.7674
10475.0 7.9276
10477.0 10.828
10478.0 8.9835
10480.0 6.2169
10481.0 1.5388
10483.0 2.9571
10484.0 11.604
10486.0 4.2571
10487.0 6.1634
10489.0 7.032
10490.0 2.4912
10492.0 5.9391
10494.0 5.1103
10497.0 2.9879
10498.0 7.7852
